restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location
Krishna Softy & Softy,4.1,100,27,0,1,1,0,0,0,Jodhpur
Krishna Sweets,3.8,150,58,0,0,0,0,0,0,Chennai
Krishna Vadapav Centre,4,150,32,0,0,0,1,0,0,Vadodara
Krishna Vaibhava,4.2,100,39,1,1,0,0,1,0,Bangalore
Krishna Vaishno Dhaba,4,150,26,0,1,0,0,0,0,Amritsar
Krishna Veg Biryani And Chowmeen Fast Food,4,150,31,0,0,1,1,0,0,Bhopal
Krishnaa Jelabi Kadai,4.1,100,51,0,0,0,0,0,0,Chennai
Krishnam Veg,4.3,100,20,1,1,1,1,1,0,Bangalore
Krishna's Cafe,4,100,22,1,1,0,1,0,0,Mumbai
Krishnas Dreams,4,100,65,0,0,1,1,1,0,Kolkata
Krishna's Mishti Cafe,4.2,400,50,1,0,0,0,0,0,Kolkata
Krishnashree,4.3,400,34,1,1,1,0,0,1,Patna
Krishnaz Restaurant,4.2,100,22,0,1,0,0,0,0,Bareilly
Krishnum Sweets,3.9,250,22,0,0,0,0,0,0,Nagpur
Krishtunga Restaurant,3.8,300,48,1,1,0,0,1,0,Hyderabad
Krisp,4.1,150,50,0,0,1,0,0,0,Warangal
Krispy Chicken,4.1,150,35,0,0,1,0,0,0,Salem
Krispy King,4,100,39,0,1,1,0,0,0,Ludhiana
Krispy Kreme,4.3,100,35,0,0,0,0,0,0,Chennai
Krispy Kreme,4.3,150,45,0,0,0,0,0,0,Hyderabad
Krispy Kreme,4.5,50,23,0,0,0,0,0,0,Bangalore
Krispy Singh,3.5,150,33,0,0,1,0,0,0,Amritsar
Kristi Momo Corner,4.2,150,42,0,0,1,0,0,0,Guwahati
Krithigaa's Raghuram Snacks,4.5,150,25,0,0,0,1,0,0,Madurai
Krithika Veg Restaurant,4.1,150,21,1,1,0,0,0,0,Thrissur
Kritika's Kitchen,3.4,150,48,1,1,0,0,0,0,Nagpur
Kritunga,3.5,200,34,0,1,0,0,1,0,Nellore
Kritunga,3.9,200,25,0,1,0,0,1,0,Guntur
Kritunga,4,100,45,1,1,0,0,1,0,Hyderabad
Kritunga,4.1,150,38,0,1,0,0,1,0,Warangal
Kritunga Restaurant,3.9,100,34,1,0,0,0,0,0,Mysore
Kritunga Restaurant-Jagavi's,4.1,200,37,0,1,0,0,1,0,Hyderabad
Krozzon By Masters Bakery,3.7,150,30,0,0,1,0,0,1,Indore
Krrish Food Plaza,3.6,100,33,1,1,1,1,0,0,Jalandhar
Krrunch,3.8,150,41,0,1,1,1,0,0,Indore
Krsna Ice-Cream Parlour,4.4,100,18,0,0,0,0,0,0,Ranchi
Krsna The Veg Restaurant,4.1,100,35,1,1,1,1,0,0,Ranchi
Krunch,3.9,150,35,0,0,1,0,0,0,Trichy
Krupa Mess & Tiffins,3.7,200,37,1,1,0,0,0,0,Hyderabad
Krushana Pav Bhaji,3.8,150,26,0,0,1,1,1,0,Jalgaon
Krushna Garden Restaurant,3.4,150,34,0,1,0,0,1,0,Jalgaon
Krushna Pure Veg,4.2,200,33,1,1,0,1,0,0,Pune
Krushnai Vada Pav,4.2,100,26,0,0,0,1,0,0,Nashik
Kruthagnya Take Away,3.8,150,23,1,0,1,0,1,0,Warangal
Kruti Coffee,4.4,100,40,0,0,0,0,0,0,Cuttack
Krystal Chopstick - Since 1994,4.3,300,57,0,0,0,0,0,0,Kolkata
KS Bakers,4,150,37,0,0,1,0,0,1,Hyderabad
Ks Biriyani Plaza,3.8,350,30,1,0,0,0,1,0,Salem
K's Bistro,4.1,150,27,0,0,1,0,1,0,Vijayawada
KSF Family Restaurant,3.5,100,23,1,1,0,0,0,0,Puducherry
KSG Queen,3.2,350,53,0,0,1,0,0,0,Chennai
Ksheer Sagar Misthan,4.2,200,20,0,0,0,0,0,0,Kanpur
Ksheer Sagar Sweets,3.6,350,33,1,0,0,1,0,0,Gorakhpur
Kshitij Restaurant,4.2,350,33,0,1,1,0,0,0,Surat
KSP - King S Pizza,4.5,300,46,0,0,1,0,0,0,NCR
KT Farmers,3.9,100,29,0,0,0,0,1,0,Chandigarh
K'tea'ly,4.2,100,43,0,0,0,1,0,0,Surat
Kuai Kitchen,4.3,150,52,0,0,0,0,0,0,Mumbai
Kubaba Kuzhimanthi,4,250,37,0,0,0,0,0,0,Alappuzha
Kubal Kitchen,3.4,400,46,0,1,1,1,0,0,Goa
Kuber Dairy,4,200,30,1,0,0,1,0,0,Bhopal
Kuber Dairy,4,250,32,1,0,0,1,0,0,Bhopal
Kuber Pure Veg,3.8,200,23,0,1,0,0,0,0,Sangli
Kubera The Roof Top Kitchen,4.1,250,37,1,0,0,0,0,0,Mangalore
Kubes The Lounge,4.2,450,39,0,1,1,0,0,0,Jodhpur
Kuch Hatkee,4,150,26,0,0,1,1,0,0,Durgapur
Kudil Kudumba Unavagam,3.9,100,28,1,0,0,0,0,0,Madurai
Kudla Fish Land,4,150,29,1,1,1,0,1,0,Mysore
Kudla Treat,3.4,150,37,0,0,1,0,0,0,Mangalore
Kudos Pizza,3.6,450,43,0,0,1,0,0,0,Kanpur
Kudrati Kahumbo,4.3,100,31,0,0,0,0,0,0,Surat
Kudrati Kahumbo,4.3,200,12,0,0,0,0,0,0,Bhavnagar
Kudrati Kahumbo,4.4,150,28,0,0,0,0,0,0,Vadodara
Kudrati Kahumbo,4.8,400,34,0,0,0,0,0,0,Surat
Kuduk Chicken,4.1,150,38,0,0,1,0,0,0,Kanpur
Kuduk Chicken,4.2,100,34,0,0,1,0,0,0,Lucknow
Kuhelir Rannaghor,4,350,47,0,0,0,1,0,0,Kolkata
Kuhu Shakes & Café,3.2,100,38,0,0,1,0,0,0,Lucknow
Kuk-Doo-Koo,3.8,100,24,0,0,0,0,1,0,Bhubaneswar
Kukdu Kuu Club,3.8,350,44,0,1,0,0,1,0,Indore
Kukku Da Dhaba,3.8,300,38,0,1,0,0,0,0,Lucknow
Kukreja Food Complex,4.1,150,42,0,1,1,0,0,0,Dehradun
Kukudooku Restaurant,4,250,39,0,1,0,0,1,0,Varanasi
Kulambu - The Curries,3.7,150,37,0,0,0,0,0,0,Chennai
Kulcha And Lassi Bash,3,150,23,0,1,0,1,0,0,Vadodara
Kulcha Cuisine,3.6,200,30,0,1,0,1,1,0,Rajkot
Kulcha Express,3.9,50,45,0,1,0,1,0,0,Bhopal
Kulcha Factory 24 Hours,3.5,100,36,0,1,1,0,0,1,Amritsar
Kulcha Ji,3.9,250,26,0,1,0,0,0,0,Jhansi
Kulcha Land,4.2,100,24,0,1,0,0,0,0,Jalandhar
Kulcha Patola,3.7,150,22,0,1,1,0,0,0,Patiala
Kulcha World,4.1,100,44,0,1,0,1,0,0,NCR
Kuldeep Mini Restaurant,4.5,100,28,0,1,0,0,0,0,Kanpur
Kulffi,3.7,100,20,0,0,0,0,0,0,Jalandhar
Kulffi - Healthy Ice Cream,4.3,150,32,0,0,0,0,0,0,Jalandhar
Kulfi Bistro Box Of Delights,3.8,600,35,0,0,0,0,0,0,NCR
Kulfi House Telibandha,3.5,250,31,0,0,0,0,0,0,Raipur
Kulfi Mela,3.2,200,20,0,0,0,0,0,0,Amritsar
Kulfi Point,4.6,100,33,0,0,0,0,0,0,NCR
Kulfi Treat,4.5,100,47,0,0,0,0,0,0,Chennai
Kulfi Wala,3.4,100,20,0,0,0,0,0,0,Ludhiana
Kulfi-Shulfi,3.5,50,20,0,0,0,0,0,0,Kolhapur
Kulfistan,4.5,100,34,0,0,0,0,0,0,Coimbatore
Kulfreeze,3.2,100,30,0,0,0,0,0,0,Surat
Kulfreeze,4.3,250,25,0,0,0,0,0,0,Siliguri
Kulhad Banarasi,3.3,300,52,0,1,0,1,0,0,Dhanbad
Kulhad Biryani,4.3,200,28,0,1,0,0,1,0,Jaipur
Kulhad Corner,3.6,50,36,0,0,0,0,0,0,Jabalpur
Kulhad King,3.2,50,34,0,1,1,1,0,0,Moradabad
Kulhad Pizza,3.7,100,37,0,0,1,0,0,0,Chandigarh
Kulhad Pizza,4,200,23,0,0,0,0,0,0,Jalandhar
Kulhad Pizza Of Couple,4,100,33,0,0,1,0,0,0,Bhubaneswar
Kulhar Chai,4.3,200,25,0,0,1,1,0,0,Ludhiana
Kulkarni's Pav Bhaji,4.3,200,31,0,0,0,1,0,0,Nashik
Kulkarni's Swayampak Ghar,4.1,350,59,0,0,0,0,0,0,Pune
Kullad Cafe,3.8,100,61,0,1,1,0,0,0,Bangalore
Kullar Pizza Factory,2.8,300,35,0,0,0,0,0,0,Amritsar
Kullhad,3.9,400,41,1,1,1,0,0,0,Ranchi
Kullhad Chai,4,550,37,1,1,0,1,0,0,NCR
Kulukki Hub,4.2,150,35,0,0,1,0,0,0,Mangalore
Kumar Bhelpuri & Fast Food Center,4.1,100,46,1,0,0,1,0,0,Kanpur
Kumar Biryani Park,3.5,150,37,0,1,0,0,1,0,Patna
Kumar Cafe,4.2,200,38,1,0,0,0,0,0,Trivandrum
Kumar Cholay Bhature,4.1,50,15,0,1,1,0,0,0,Meerut
Kumar Fast Food,4.1,250,23,0,1,1,0,1,0,Amritsar
Kumar Foods Restaurant,4.2,150,34,0,1,1,0,1,0,Dehradun
Kumar Ice Cream,4.2,300,15,0,0,0,0,0,0,Ludhiana
Kumar Ice Cream & Fast Food,4.1,150,23,1,0,1,0,0,0,Ludhiana
Kumar Mess,3.8,150,24,1,0,0,0,0,0,Madurai
Kumar Mess,4.1,150,22,1,1,0,0,1,0,Madurai
Kumar Mess,4.3,200,26,1,0,0,0,1,0,Madurai
Kumar Rasoi,4,50,21,0,1,0,0,0,0,Chandigarh
Kumar Restaurant,4,150,26,1,1,0,0,0,0,Kharagpur
Kumar Sandwich,3.6,150,29,0,0,1,0,0,0,Vadodara
Kumar Sandwich,3.9,100,47,0,0,1,0,0,0,Surat
Kumar Sandwich,4,50,28,0,0,0,0,0,0,Sangli
Kumar Sweet Shop,4.2,150,40,1,0,0,1,0,0,Dehradun
Kumar Vegetarian,4.1,150,34,1,1,0,0,0,0,Dehradun
Kumaran 2 Dosa & Fast Food,4.1,200,31,1,0,0,0,0,0,Ludhiana
Kumar's Home Kitchen,4.3,300,31,0,1,1,1,0,0,Dehradun
Kumbayah Kombucha,4.7,150,32,0,0,0,0,0,0,Trivandrum
Kumkum Fast Food,4.2,100,31,0,1,0,0,0,0,Gaya
Kunafa,4.2,200,29,0,0,0,0,0,0,NCR
Kunafa Bytes,4.3,150,28,0,0,0,0,0,0,Nashik
Kunafa Bytes,4.5,200,39,0,0,0,0,0,0,Pune
Kunafa House,4.4,150,49,0,0,0,0,0,0,Chennai
Kunafa Story,4,150,43,0,0,0,0,0,0,Chennai
Kunafa World,4.5,200,22,0,0,0,0,0,0,Vijayawada
Kunafa World,4.5,200,58,0,0,0,0,0,0,Bangalore
Kunba Fine Dine & Chai Cafe,3.7,250,40,0,1,0,0,1,0,Dehradun
Kundan Namkeen Center,4.1,200,33,0,0,0,1,0,0,Bhopal
Kundan Nan Point,4,150,25,0,1,0,0,0,0,Jalandhar
Kundans,4,100,24,0,1,0,0,0,0,Moradabad
Kundan's,4.2,50,20,1,1,1,1,0,0,Moradabad
Kung Fu Chow,3.5,150,34,0,0,0,0,0,0,Chandigarh
Kung Fu Kitchen,3,200,40,0,0,0,0,0,0,Mysore
Kung Fu Panda,4,100,33,0,1,1,0,0,0,Nashik
Kung Pao,4.2,200,43,0,0,0,0,0,0,Kolkata
Kungfu - King - Kitchen,4,150,39,0,1,1,1,0,0,NCR
Kunj Bakery,4.3,100,31,0,0,0,0,0,1,Kanpur
Kunj Bihari Bhojnalaya,4.5,200,32,0,1,0,0,0,0,Kanpur
Kunj Paneer Kendra The Cake Palace,3.9,250,23,0,0,0,0,0,1,Allahabad
Kunjilal Food House,4.1,200,23,0,0,0,1,0,0,Aligarh
Kunjilal Sweets & Namkeen,4.5,250,17,0,0,0,0,0,0,Aligarh
Kuntham Burger Hut,4.1,150,22,0,0,0,0,0,0,Thrissur
Kunwar Kalewa Restaurant,4.2,150,34,0,1,1,0,0,0,Udaipur
Kunwar's,3.7,250,47,0,1,0,0,0,0,Jaipur
Kuppa Tea,4.3,100,44,0,0,0,0,0,0,Bhopal
Kuppuswami,4.1,200,38,1,1,0,0,0,0,Ranchi
Kura Karam Restaurant,4.2,350,21,0,1,0,0,1,0,Vijayawada
Kuremal Mahavir Prasad Kulfiwale,4,150,43,0,0,0,0,0,0,NCR
Kuremal's Kulfi,4.2,300,18,0,0,0,0,0,0,NCR
Kurla Juicy Hut,4,150,42,0,0,1,0,0,0,Mumbai
Kurry King,4.1,100,45,0,1,0,0,1,0,Surat
Kurry Kingdom,3.9,300,56,0,1,1,0,0,0,NCR
Kurry Patta,4.4,150,50,1,1,1,0,0,0,Kolkata
Kurry's & Kabab,4.1,100,17,0,1,0,0,1,0,Jalandhar
Kurtosshhh,3.7,450,44,0,0,1,0,0,0,Puducherry
Kurtosshhh,3.9,150,32,0,1,1,0,0,0,Coimbatore
Kurtosshhh,4.3,50,39,0,0,0,0,0,0,Surat
Kushwah Lassi Corner,4.3,150,37,0,0,0,0,0,0,Agra
Kushwah Shri Restaurant,3.7,300,31,0,1,0,0,0,0,Indore
Kushwaha ji Foods & Caters,3.6,100,32,0,0,1,0,1,0,Jhansi
Kustom Cuisine,4,200,38,0,0,1,0,1,0,Guwahati
Kusum Rolls,3.9,100,37,0,0,0,0,0,0,Kolkata
Kusum Rolls,4.1,150,22,0,0,0,0,0,0,Dhanbad
Kusum Rolls,4.2,200,28,0,1,0,0,1,0,Patna
Kutchi King,3.5,200,30,0,0,1,1,0,0,Ahmedabad
Kutchi King,3.8,100,27,0,0,1,1,0,0,Surat
Kutta Magic,4.4,150,40,1,0,0,0,1,0,Chennai
Kuttanad Restaurant,4.2,400,58,1,0,0,0,0,0,Bangalore
Kutumbh,4,300,32,0,1,0,0,0,0,Goa
KV Food ਠੇਕਾ,3.6,50,40,0,0,1,0,0,0,Chandigarh
KVM Sampoorna Restaurant,4,300,39,1,1,0,0,0,0,Trichy
KVS Food Court,4,150,29,0,1,1,0,0,0,Varanasi
Kwality,4.2,100,55,0,1,0,0,1,0,Kolkata
Kwality Bakery,3.8,200,33,0,0,0,0,0,1,Lucknow
Kwality Bakery,4,100,31,0,0,0,0,0,1,Udaipur
Kwality Cake Shop,3.7,150,29,0,0,0,0,0,1,Sangli
Kwality Chaap Corner,3.2,150,41,0,1,0,0,0,0,NCR
Kwality Dhaba,4.4,150,40,0,1,1,0,0,0,Chandigarh
Kwality Family Resto Bar,4,200,32,0,1,0,0,0,0,Pune
Kwality House,3.8,200,25,0,0,1,0,0,0,Ludhiana
Kwality Restaurant Extension,4.2,150,24,0,1,0,0,0,0,Bareilly
Kwality Spicy Noodles & Fast Foods,3.8,150,23,0,1,0,0,0,0,Nellore
Kwality Sweets,3.6,100,25,0,0,0,0,0,0,Jalandhar
Kwality Wall’s Frozen Dessert And Ice Cream Shop,3.2,150,29,0,0,0,0,0,1,Kanpur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,3.5,100,22,0,0,0,0,0,0,Gaya
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4,100,21,0,0,0,0,0,0,Pune
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4,150,33,0,0,0,0,0,0,Pune
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.2,50,21,0,0,0,0,0,0,Hyderabad
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.2,150,21,0,0,0,0,0,0,Chennai
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.2,150,27,0,0,0,0,0,0,Nellore
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.2,200,18,0,0,0,0,0,0,Mumbai
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.2,300,17,0,0,0,0,0,0,Visakhapatnam
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,100,21,0,0,0,0,0,0,Solapur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,100,22,0,0,0,0,0,0,Madurai
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,100,30,0,0,0,0,0,0,Agra
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,150,10,0,0,0,0,0,0,Salem
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,150,18,0,0,0,0,0,0,Sangli
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,200,38,0,0,0,0,0,0,Delhi NCR
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,50,13,0,0,0,0,0,0,Bareilly
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,50,20,0,0,0,0,0,0,Meerut
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,100,17,0,0,0,0,0,0,NCR
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,100,18,0,0,0,0,0,0,Indore
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,100,19,0,0,0,0,0,0,Vadodara
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,100,20,0,0,0,0,0,0,Ajmer
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,100,22,0,0,0,0,0,0,Udaipur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,100,29,0,0,0,0,0,0,Varanasi
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,150,13,0,0,0,0,0,0,Nagpur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,150,18,0,0,0,0,0,0,Bhopal
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,150,22,0,0,0,0,0,0,Mumbai
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,150,23,0,0,0,0,0,0,Coimbatore
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,150,25,0,0,0,0,0,0,Lucknow
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,150,37,0,0,0,0,0,0,Varanasi
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,200,18,0,0,0,0,0,0,Bikaner
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,200,20,0,0,0,0,0,0,Vijayawada
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,250,17,0,0,0,0,0,0,Nagpur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,250,26,0,0,0,0,0,0,Hyderabad
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,250,34,0,0,0,0,0,0,Patna
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.4,300,13,0,0,0,0,0,0,Patiala
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,100,24,0,0,0,0,0,0,Delhi NCR
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,100,24,0,0,0,0,0,0,Rajkot
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,100,25,0,0,0,0,0,0,Bhubaneswar
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,100,29,0,0,0,0,0,0,Ranchi
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,8,0,0,0,0,0,0,Aligarh
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,12,0,0,0,0,0,0,Chandigarh
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,12,0,0,0,0,0,0,Raipur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,15,0,0,0,0,0,0,Amravati
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,20,0,0,0,0,0,0,Kanpur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,21,0,0,0,0,0,0,Allahabad
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,24,0,0,0,0,0,0,Jaipur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,27,0,0,0,0,0,0,Solapur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,150,27,0,0,0,0,0,0,Warangal
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,200,21,0,0,0,0,0,0,Dehradun
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,200,26,0,0,0,0,0,0,Hyderabad
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,250,27,0,0,0,0,0,0,Patna
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,250,34,0,0,0,0,0,0,Patna
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,300,20,0,0,0,0,0,0,Chennai
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,300,25,0,0,0,0,0,0,Pune
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.6,100,15,0,0,0,0,0,0,Gorakhpur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.6,100,27,0,0,0,0,0,0,Siliguri
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.6,150,28,0,0,0,0,0,0,Guwahati
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.6,150,32,0,0,0,0,0,0,Pune
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.6,200,9,0,0,0,0,0,0,Cuttack
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.7,150,29,0,0,0,0,0,0,Dhanbad
Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.7,300,24,0,0,0,0,0,0,Durgapur
Kwality Walls Frozen And Dessert Ice Cream Shop,4.4,200,24,0,0,0,0,0,0,Ahmedabad
Kwality Wall's Frozen And Dessert Ice Cream Shop,4.4,150,17,0,0,0,0,0,0,Nashik
Kwality Walls Frozen Dessert and Ice Cream Shop,4.4,100,24,0,0,0,0,0,0,Surat
Kwality Walls Frozen Dessert and Ice Cream Shop,4.5,250,18,0,0,0,0,0,0,Saharanpur
Kwality Walls Frozen Dessert and Ice Cream Shop,4.6,100,27,0,0,0,0,0,0,Haridwar
Kwality Wall's Frozen Dessert and Ice Cream Shop,3.8,100,27,0,0,0,0,0,0,Vellore
Kwality Wall's Frozen Dessert and Ice Cream Shop,4.3,200,12,0,0,0,0,0,0,Gorakhpur
Kwality Wall's Frozen Dessert and Ice Cream Shop,4.3,200,19,0,0,0,0,0,0,Amritsar
Kwality Wall's Frozen Dessert and Ice Cream Shop,4.4,100,20,0,0,0,0,0,0,Kolkata
Kwality Wall's Frozen Dessert and Ice Cream Shop,4.6,100,25,0,0,0,0,0,0,Bhubaneswar
Kwality Wall's Frozen Dessert and Ice Cream Shop,4.7,150,22,0,0,0,0,0,0,Jamshedpur
Kwality's Cake Shop,4,150,40,0,0,0,0,0,1,NCR
Kwality's Motel Shiraz,4.3,50,38,0,1,0,0,1,0,Bhopal
Kwality's The Cake Shop,4,300,21,0,0,0,0,0,1,Aligarh
Kwalitywall's Frozen Dessert And Ice Cream Shop,4.4,150,28,0,0,0,0,0,0,Bangalore
Kwatlity Taste Corner,3.9,250,27,0,0,1,0,0,0,Vijayawada
Kwik Bite Centre,4,150,34,1,0,1,1,0,0,Dehradun
Kylin Experience,4.2,100,44,0,0,0,0,0,0,Chandigarh
Kylin Experience,4.3,200,40,0,0,0,0,0,0,Dehradun
L Brewing Cafe',4.3,150,19,0,0,1,0,0,0,Siliguri
L’opéra Art Café,4,400,26,0,0,0,0,0,1,NCR
La - Momo - La Fast Food,3.2,200,35,0,0,0,0,0,0,Siliguri
La Adiccion Gourmet,4.2,100,21,0,0,0,0,0,0,Solapur
La Apetito,3.3,200,27,0,0,0,0,0,0,Nashik
La Artisan Cafe,4.1,200,34,0,0,0,0,0,1,Kolkata
La Belleza - The Cake Mall,4.2,100,24,0,0,0,0,0,1,Vadodara
La Bonito,4,150,37,0,0,1,0,0,0,Patiala
La Cafeotheque CDA,4.3,100,45,0,0,1,0,0,0,Cuttack
La Casa Gelato,3.2,250,30,0,0,0,0,0,0,Surat
La Casetta,3.3,150,41,0,0,1,1,0,0,Jodhpur
La Chakhna,3.4,200,34,0,0,1,0,0,0,Lucknow
La Cherie,4.2,350,16,0,0,0,0,0,0,Mumbai
La Cherie,4.4,100,24,0,0,0,0,0,1,Pune
La Chocolate,4.1,100,30,0,0,0,0,0,1,Chennai
La Chocolateria Pondy,3.9,150,36,0,0,1,0,0,0,Puducherry
La Club,3.9,200,26,0,1,0,0,0,0,Patiala
La Co's Pizza,3.7,200,56,0,0,1,0,0,0,Ahmedabad
LA Cream,4,150,32,0,0,0,0,0,0,Trichy
LA Cream,4.3,200,25,0,0,1,0,0,0,Surat
La Cup Bashii,3.9,50,37,0,0,1,1,0,0,Indore
La Fansa,4,300,31,0,0,0,0,0,0,Goa
La Farina Cafe,3.9,250,59,0,0,1,0,0,0,Mumbai
La Farine Patisserie And Cafe,4.4,250,24,0,0,0,0,0,1,Nagpur
La Fiera,4.3,200,38,0,0,0,0,0,0,Coimbatore
La Forno Cafe,4,250,29,0,0,0,0,0,0,Trivandrum
La Gusto By Bon Vivant,4,150,32,0,0,0,0,0,0,Nashik
La Heaven,4.4,250,57,0,0,0,0,0,1,Bangalore
La Italiano,3.4,100,42,0,0,1,0,0,0,Chandigarh
La Italino Pizza,4,300,29,0,0,1,0,0,0,Dehradun
La' Jawab Punjabi Khana,3,200,31,0,1,0,0,0,0,Vadodara
La kuisine,4.1,50,23,0,1,0,0,1,0,Amritsar
La Macario Cafe,4.1,250,49,0,0,1,0,0,0,Kolkata
La Maison Du Kunafa,4.3,50,27,0,0,0,0,0,0,Thrissur
La Margerita Pizzeria,3.5,250,39,0,0,1,0,0,0,Jodhpur
La Margherita Pizzeria,4.1,100,27,0,0,1,0,0,0,Kota
La Miami American Pizza,4.2,150,44,0,0,1,0,0,0,Chandigarh
La Mielle,4,250,42,0,0,1,0,0,1,Kolkata
La Milano Pizzeria,3.7,50,25,0,0,1,0,0,0,Rajkot
La Milano Pizzeria,3.9,200,34,0,0,1,0,0,0,Jabalpur
La Milano Pizzeria,3.9,200,37,0,0,1,0,0,0,Indore
La Milano Pizzeria,4,150,24,0,0,1,0,0,0,Ahmedabad
La Milano Pizzeria,4,150,30,0,0,1,0,0,0,Jodhpur
La Milano Pizzeria,4,150,30,0,0,1,0,0,0,Vadodara
La Milano Pizzeria,4.1,150,41,0,0,1,0,0,0,Surat
La Milano Pizzeria,4.2,150,31,0,0,1,0,0,0,Jamnagar
La Papa's Pizza,4.3,100,38,0,0,1,0,0,0,Allahabad
La Paris Bakers,4.1,150,22,0,0,0,0,0,1,Saharanpur
La Paris Bakers,4.2,400,25,0,0,0,0,0,1,Patiala
La Pasta Fresca Deli,4.3,450,40,0,0,0,0,0,0,Nagpur
La Patissiere,4.1,100,38,0,0,0,0,0,1,Surat
La Petit Boulangerie - Kalatit,3.7,200,20,0,0,0,0,0,1,Jamnagar
La Piano Pizza,3.4,250,26,0,0,1,1,0,0,Kanpur
La Piazza - Hyatt Regency,4.2,150,52,0,0,1,0,0,0,NCR
La Pino’z Pizza,4,200,18,0,0,1,0,0,0,Nashik
La Pino'z Pizza,3.5,200,23,0,0,1,0,0,0,Dharamshala
La Pino'z Pizza,3.6,150,27,0,0,1,0,0,0,Nagpur
La Pino'z Pizza,3.6,200,25,0,0,1,0,0,0,Ludhiana
La Pino'z Pizza,3.7,150,31,0,0,1,0,0,0,Allahabad
La Pino'z Pizza,3.7,150,31,0,0,1,0,0,0,Pune
La Pino'z Pizza,3.8,50,22,0,0,1,0,0,0,Jaipur
La Pino'z Pizza,3.8,100,24,0,0,1,0,0,0,Ujjain
La Pino'z Pizza,3.8,100,34,0,0,1,0,0,0,Ranchi
La Pino'z Pizza,3.8,150,22,0,0,1,0,0,0,Patiala
La Pino'z Pizza,3.8,150,24,0,0,1,0,0,0,Jalgaon
